1195.8833 ,287.9667 ,1.4157 ,1.6780 ,2.3837 ,3.0513 ,-0.2317 ,0.1649 ,0.7588 
1219.1000 ,296.0280 ,1.4661 ,1.6107 ,2.3495 ,3.0490 ,-0.2301 ,0.2005 ,0.7928 
1230.3100 ,300.2880 ,1.4060 ,1.6436 ,2.3443 ,3.0153 ,-0.2289 ,0.2359 ,0.8268 
1255.2933 ,306.3433 ,2.0821 ,1.6512 ,2.3301 ,2.9865 ,-0.2281 ,0.2712 ,0.8607 
1282.3800 ,315.5180 ,1.3867 ,1.6507 ,2.2989 ,2.9324 ,-0.2277 ,0.3063 ,0.8947 
1280.6360 ,314.6800 ,1.3592 ,1.6938 ,2.2951 ,2.8894 ,-0.2261 ,0.3084 ,0.8950 
1285.1820 ,313.2720 ,1.2907 ,1.6842 ,2.3270 ,2.9528 ,-0.2250 ,0.3107 ,0.8956 
1296.3560 ,314.8640 ,1.3712 ,1.7209 ,2.3860 ,2.8992 ,-0.2243 ,0.3130 ,0.8964 
1258.0160 ,305.6220 ,1.4156 ,1.6960 ,2.4160 ,2.8960 ,-0.2242 ,0.3154 ,0.8974 
1267.4340 ,308.5980 ,1.4033 ,1.7000 ,2.3940 ,2.9080 ,-0.2252 ,0.2873 ,0.8893 
1294.5380 ,315.1140 ,1.5030 ,1.6980 ,2.4210 ,2.9184 ,-0.2264 ,0.2591 ,0.8814 
1298.6600 ,322.0540 ,1.5872 ,1.7095 ,2.5419 ,2.9320 ,-0.2278 ,0.2311 ,0.8737 
1334.4280 ,334.9240 ,1.6374 ,1.6958 ,2.4825 ,2.9238 ,-0.2295 ,0.2031 ,0.8662 
1354.6620 ,344.4480 ,1.5238 ,1.6837 ,2.5855 ,2.9541 ,-0.2315 ,0.1751 ,0.8589 
1392.6220 ,348.7440 ,1.6456 ,1.7080 ,2.6221 ,3.0016 ,-0.2541 ,0.1797 ,0.8827 
1416.7980 ,348.8840 ,1.7903 ,1.7173 ,2.5867 ,3.0257 ,-0.2771 ,0.1844 ,0.9068 
1542.8320 ,378.9700 ,1.5271 ,1.7085 ,2.5344 ,3.0080 ,-0.3004 ,0.1893 ,0.9313 
1635.8640 ,402.8100 ,1.4482 ,1.7556 ,2.4800 ,3.0080 ,-0.3240 ,0.1943 ,0.9562 
1611.6960 ,401.9520 ,1.4114 ,1.7265 ,2.4540 ,3.0040 ,-0.3298 ,0.1776 ,0.9567 
1660.1460 ,421.5040 ,1.4769 ,1.7448 ,2.4600 ,3.0300 ,-0.3359 ,0.1610 ,0.9573 
1619.2340 ,414.5480 ,1.5986 ,1.8118 ,2.5400 ,3.0360 ,-0.3424 ,0.1445 ,0.9581 
1548.2160 ,399.9020 ,1.6494 ,1.9227 ,2.6479 ,3.0840 ,-0.3491 ,0.1280 ,0.9591 
1595.7040 ,413.0540 ,1.7843 ,2.0160 ,2.7223 ,3.1240 ,-0.3380 ,0.1358 ,0.9197 
1651.2240 ,427.9780 ,1.7726 ,2.0060 ,2.7050 ,3.1530 ,-0.3272 ,0.1435 ,0.8804 
1713.8100 ,439.0540 ,1.7128 ,1.9982 ,2.7146 ,3.1682 ,-0.3166 ,0.1511 ,0.8412 
1708.2240 ,436.9600 ,1.7435 ,1.9862 ,2.7050 ,3.2014 ,-0.3062 ,0.1586 ,0.8021 
1666.5500 ,428.4120 ,2.2232 ,1.9996 ,2.7680 ,3.1980 ,-0.3061 ,0.1428 ,0.8154 
1675.0500 ,429.4220 ,2.4714 ,2.2190 ,2.8240 ,3.2530 ,-0.3062 ,0.1270 ,0.8288 
1597.0840 ,398.8220 ,2.4570 ,2.2174 ,2.7976 ,3.2500 ,-0.3065 ,0.1110 ,0.8420 
1583.7180 ,391.4980 ,2.3837 ,2.1976 ,2.8160 ,3.2550 ,-0.3069 ,0.0949 ,0.8553 
1596.8320 ,396.3700 ,2.1857 ,2.1118 ,2.7546 ,3.2340 ,-0.3063 ,0.0849 ,0.8563 
1614.5920 ,401.8220 ,2.1107 ,2.0956 ,2.7814 ,3.2504 ,-0.3059 ,0.0748 ,0.8574 
1650.3980 ,417.2300 ,2.0746 ,2.0390 ,2.7530 ,3.2428 ,-0.3056 ,0.0649 ,0.8586 
1664.5780 ,420.3400 ,2.1824 ,2.0408 ,2.7302 ,3.2132 ,-0.3056 ,0.0549 ,0.8598 
1694.1920 ,419.8760 ,2.0884 ,2.0383 ,2.7175 ,3.1804 ,-0.3057 ,0.0450 ,0.8611 
1733.3880 ,430.8060 ,2.0137 ,1.9904 ,2.6377 ,3.1190 ,-0.2987 ,0.0505 ,0.8506 
1729.8860 ,432.2380 ,2.1688 ,2.0072 ,2.6296 ,2.9998 ,-0.2919 ,0.0560 ,0.8401 
1784.6380 ,447.0620 ,2.0968 ,2.0404 ,2.6258 ,2.9739 ,-0.2852 ,0.0616 ,0.8296 
1781.0000 ,448.0940 ,2.0329 ,2.0210 ,2.5662 ,2.9540 ,-0.2787 ,0.0672 ,0.8191 
1797.8100 ,444.4980 ,2.0851 ,2.0040 ,2.5120 ,2.9429 ,-0.2869 ,0.0614 ,0.8202 
1844.2060 ,447.6140 ,2.2210 ,2.0125 ,2.5103 ,2.9516 ,-0.2953 ,0.0556 ,0.8212 
1884.4980 ,451.1040 ,2.4589 ,2.0482 ,2.5327 ,2.9766 ,-0.3039 ,0.0499 ,0.8220 
1917.6580 ,443.5720 ,3.1422 ,2.0499 ,2.5190 ,2.9644 ,-0.3128 ,0.0442 ,0.8228 
2041.8720 ,462.3940 ,3.4294 ,2.1225 ,2.5888 ,3.0275 ,-0.3291 ,0.0562 ,0.7935 
2068.2860 ,486.4140 ,2.6189 ,2.0718 ,2.5667 ,2.9923 ,-0.3457 ,0.0684 ,0.7640 
2148.3860 ,506.0160 ,2.1627 ,2.0626 ,2.5446 ,2.9991 ,-0.3626 ,0.0807 ,0.7343 
2229.1860 ,513.7940 ,2.0159 ,2.1277 ,2.5741 ,3.0424 ,-0.3797 ,0.0931 ,0.7044 
2351.2860 ,540.0540 ,1.6763 ,2.1183 ,2.5707 ,3.0274 ,-0.3869 ,0.1015 ,0.6888 
2538.9880 ,543.7480 ,1.7470 ,2.0937 ,2.5917 ,3.0310 ,-0.3944 ,0.1100 ,0.6729 
2678.5250 ,557.9600 ,1.4803 ,2.0840 ,2.5791 ,3.0225 ,-0.4023 ,0.1188 ,0.6567 
2755.7600 ,599.0880 ,1.4143 ,2.0831 ,2.5645 ,3.0188 ,-0.4105 ,0.1277 ,0.6400 
2796.7620 ,649.6760 ,1.3952 ,2.0462 ,2.5880 ,3.0222 ,-0.3994 ,0.1362 ,0.6250 
2919.4780 ,693.6120 ,1.6485 ,2.0455 ,2.6184 ,3.0322 ,-0.3885 ,0.1448 ,0.6099 
2824.1600 ,670.4340 ,1.7886 ,2.0704 ,2.6671 ,3.0586 ,-0.3776 ,0.1533 ,0.5949 
2694.5080 ,664.2700 ,2.0190 ,2.1220 ,2.7173 ,3.0832 ,-0.3669 ,0.1619 ,0.5798 
2907.1220 ,729.1520 ,3.0037 ,2.1438 ,2.7413 ,3.1320 ,-0.3750 ,0.1281 ,0.5702 
2864.4360 ,734.6380 ,1.6769 ,2.1420 ,2.7341 ,3.1474 ,-0.3833 ,0.0943 ,0.5606 
2877.6020 ,746.2040 ,1.4470 ,2.1440 ,2.7346 ,3.1968 ,-0.3919 ,0.0604 ,0.5511 
2941.6420 ,776.2420 ,1.3920 ,2.1360 ,2.7652 ,3.2516 ,-0.4007 ,0.0264 ,0.5415 
3049.9080 ,802.1280 ,1.6164 ,2.1960 ,2.8255 ,3.3831 ,-0.4148 ,0.0257 ,0.5227 
3163.2360 ,831.4640 ,1.7873 ,2.2495 ,2.8197 ,3.4274 ,-0.4291 ,0.0252 ,0.5037 
3295.6340 ,866.2220 ,1.8764 ,2.2688 ,2.8232 ,3.4407 ,-0.4438 ,0.0247 ,0.4845 
3477.5520 ,930.3760 ,2.0405 ,2.2718 ,2.9270 ,3.4955 ,-0.4586 ,0.0243 ,0.4651 
3570.7860 ,987.4660 ,2.7480 ,2.2768 ,3.0760 ,3.5564 ,-0.4738 ,0.0240 ,0.4455 
3743.6620 ,1047.5640 ,2.8123 ,2.3079 ,3.1501 ,3.5988 ,-0.4830 ,0.0347 ,0.4252 
3841.2700 ,1064.7700 ,1.6115 ,2.2879 ,3.1362 ,3.5916 ,-0.4925 ,0.0456 ,0.4045 
4008.6200 ,1114.3600 ,1.7456 ,2.3038 ,3.1755 ,3.6235 ,-0.5023 ,0.0565 ,0.3834 
4002.0320 ,1131.6820 ,1.9443 ,2.3156 ,3.2661 ,3.7978 ,-0.5124 ,0.0676 ,0.3619 
4137.4460 ,1210.7960 ,1.8085 ,2.4182 ,3.4633 ,4.0320 ,-0.5209 ,0.0418 ,0.3531 
4154.1020 ,1214.4040 ,1.8225 ,2.4720 ,3.4876 ,4.0720 ,-0.5297 ,0.0160 ,0.3439 
3803.5520 ,1092.8460 ,2.0028 ,2.4906 ,3.5095 ,4.1439 ,-0.5387 ,-0.0098 ,0.3344 
4098.4760 ,1211.1440 ,1.8593 ,2.5759 ,3.6471 ,4.2409 ,-0.5481 ,-0.0356 ,0.3244 
4205.2920 ,1242.1460 ,2.4707 ,2.6360 ,3.8070 ,4.4195 ,-0.5651 ,-0.0346 ,0.2920 
3945.5900 ,1127.9440 ,1.7947 ,2.6640 ,3.9090 ,4.4245 ,-0.5823 ,-0.0336 ,0.2594 
3789.8800 ,1068.5300 ,2.2298 ,2.7421 ,3.8790 ,4.4596 ,-0.5995 ,-0.0325 ,0.2266 
3886.4700 ,1088.8640 ,2.5121 ,2.8273 ,3.8626 ,4.4650 ,-0.6170 ,-0.0314 ,0.1938 
3923.9920 ,1084.8680 ,2.1721 ,2.8444 ,3.8583 ,4.4546 ,-0.6345 ,-0.0302 ,0.1608 
4287.8960 ,1211.4700 ,1.8449 ,2.8951 ,3.8372 ,4.3841 ,-0.6549 ,-0.0480 ,0.1287 
4436.1720 ,1284.9460 ,1.9759 ,2.8956 ,3.7548 ,4.2911 ,-0.6755 ,-0.0656 ,0.0963 
4689.1940 ,1339.7480 ,1.9518 ,2.9092 ,3.7608 ,4.3472 ,-0.6964 ,-0.0832 ,0.0637 
4796.9500 ,1315.9380 ,1.8673 ,2.9816 ,3.7897 ,4.3449 ,-0.7175 ,-0.1008 ,0.0309 
